Id,Neighborhood,MS Zoning_RM,Land Contour_HLS,Roof Style_Mansard,Exterior 1st_BrkFace,Bsmt Exposure_Gd,Functional_Typ,Sale Type_New,MS SubClass Kitchen AbvGr,Lot Frontage Overall Qual,Lot Area Overall Qual,Lot Area Screen Porch,Lot Area Heating QC,Overall Qual^2,Overall Qual Gr Liv Area,Overall Qual Bsmt Full Bath,Overall Qual TotRms AbvGrd,Overall Qual Fireplaces,Overall Qual Garage Area,Overall Qual Exter Qual,Overall Qual age_when_sold,Overall Cond Total Bsmt SF,Overall Cond 1st Flr SF,Overall Cond Gr Liv Area,Year Remod/Add^2,Mas Vnr Area Garage Cars,Mas Vnr Area Pool Area,Mas Vnr Area Misc Val,BsmtFin SF 1 Garage Cars,BsmtFin SF 1 Mo Sold,BsmtFin SF 1 Heating QC,BsmtFin SF 2 Pool Area,Total Bsmt SF Garage Cars,1st Flr SF Heating QC,Gr Liv Area Heating QC,Gr Liv Area Kitchen Qual,Bsmt Full Bath Exter Qual,Bsmt Half Bath Misc Val,Full Bath Wood Deck SF,Kitchen AbvGr age_when_sold,Fireplaces Garage Cars,Fireplaces Exter Qual,Garage Area Kitchen Qual,Kitchen Qual age_when_sold,Exter Qual age_when_sold
2143,1,0,0,0,0,0,1,0,20.0,300.0,36000.0,0.0,28800.0,25.0,4320.0,5.0,25.0,0.0,2880.0,10.0,175.0,4320.0,4320.0,4320.0,4000000.0,0.0,0.0,0.0,1342.0,6039.0,2684.0,0.0,1728.0,3456.0,3456.0,3456.0,2.0,0.0,155.0,35.0,0.0,0.0,2304.0,140.0,70.0
1229,0,0,0,0,0,1,1,0,60.0,473.2658227848101,95900.0,3740100.0,41100.0,49.0,12740.0,0.0,56.0,14.0,3444.0,14.0,301.0,5184.0,5412.0,10920.0,3952144.0,576.0,0.0,0.0,908.0,2270.0,1362.0,0.0,1728.0,2706.0,5460.0,5460.0,0.0,0.0,60.0,43.0,4.0,4.0,1476.0,129.0,86.0
511,1,0,0,0,0,0,1,0,20.0,680.0,81040.0,0.0,50650.0,64.0,13616.0,8.0,56.0,8.0,6752.0,24.0,16.0,8510.0,8510.0,8510.0,4028049.0,780.0,0.0,0.0,3882.0,3882.0,6470.0,0.0,5106.0,8510.0,8510.0,5106.0,3.0,0.0,0.0,2.0,3.0,3.0,2532.0,6.0,6.0
46,1,0,0,0,0,0,1,1,120.0,308.0,44597.0,0.0,31855.0,49.0,9506.0,7.0,42.0,7.0,3388.0,21.0,7.0,6790.0,6790.0,6790.0,4040100.0,256.0,0.0,0.0,1466.0,4398.0,3665.0,0.0,2716.0,6790.0,6790.0,4074.0,3.0,0.0,384.0,1.0,2.0,3.0,1452.0,3.0,3.0
1348,0,1,0,0,1,0,0,0,100.0,357.0,42840.0,0.0,24480.0,49.0,12418.0,0.0,56.0,14.0,3276.0,14.0,539.0,4760.0,5110.0,8870.0,3802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.0,4088.0,7096.0,3548.0,0.0,0.0,180.0,154.0,4.0,4.0,936.0,154.0,154.0
2465,1,0,0,0,0,0,1,1,60.0,455.0,56875.0,0.0,40625.0,49.0,10871.0,0.0,42.0,0.0,4305.0,21.0,7.0,3780.0,3780.0,7765.0,4024036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,3780.0,7765.0,4659.0,0.0,0.0,0.0,1.0,0.0,0.0,1845.0,3.0,3.0
387,1,0,0,0,0,0,1,0,60.0,651.6190476190476,67760.0,0.0,42350.0,64.0,14488.0,0.0,56.0,8.0,4520.0,24.0,56.0,4860.0,4860.0,9055.0,4008004.0,0.0,0.0,0.0,450.0,2250.0,1125.0,0.0,1944.0,4860.0,9055.0,5433.0,0.0,0.0,450.0,7.0,2.0,3.0,1695.0,21.0,21.0
873,1,0,0,0,0,0,1,0,20.0,490.0,61250.0,1023750.0,43750.0,49.0,9919.0,7.0,49.0,7.0,3577.0,21.0,84.0,7085.0,7085.0,7085.0,3992004.0,418.0,0.0,0.0,2222.0,8888.0,5555.0,0.0,2834.0,7085.0,7085.0,4251.0,3.0,0.0,120.0,12.0,2.0,3.0,1533.0,36.0,36.0
1918,0,0,0,0,0,0,1,0,20.0,325.0,34300.0,0.0,34300.0,25.0,5040.0,5.0,30.0,0.0,1540.0,10.0,255.0,6048.0,6048.0,6048.0,3825936.0,54.0,0.0,0.0,908.0,10896.0,4540.0,0.0,1008.0,5040.0,5040.0,1008.0,2.0,0.0,0.0,51.0,0.0,0.0,308.0,51.0,102.0
2764,1,0,0,0,0,0,1,0,60.0,640.0,80328.0,0.0,50205.0,64.0,15320.0,8.0,64.0,8.0,4048.0,24.0,112.0,4540.0,4635.0,9575.0,3968064.0,0.0,0.0,0.0,1578.0,1578.0,3945.0,0.0,1816.0,4635.0,9575.0,5745.0,3.0,0.0,240.0,14.0,2.0,3.0,1518.0,42.0,42.0
2184,0,0,0,0,0,0,1,0,20.0,320.0,32000.0,0.0,32000.0,25.0,4800.0,5.0,20.0,0.0,1960.0,10.0,240.0,6720.0,6720.0,6720.0,4000000.0,0.0,0.0,0.0,77.0,924.0,385.0,0.0,960.0,4800.0,4800.0,960.0,2.0,0.0,144.0,48.0,0.0,0.0,392.0,48.0,96.0
934,0,1,0,0,0,0,1,0,160.0,144.0,8928.0,0.0,4464.0,36.0,7374.0,6.0,30.0,6.0,2772.0,12.0,174.0,3366.0,3366.0,7374.0,3968064.0,0.0,0.0,0.0,942.0,4710.0,1413.0,0.0,1122.0,1683.0,3687.0,3687.0,2.0,0.0,176.0,29.0,2.0,2.0,1386.0,87.0,58.0
1920,0,0,0,0,0,0,1,0,20.0,350.0,40880.0,0.0,16352.0,25.0,5280.0,5.0,30.0,0.0,1540.0,10.0,245.0,6336.0,6336.0,6336.0,3968064.0,0.0,0.0,0.0,846.0,6768.0,1692.0,0.0,1056.0,2112.0,2112.0,2112.0,2.0,0.0,0.0,49.0,0.0,0.0,616.0,98.0,98.0
2631,0,0,0,0,0,0,1,0,60.0,414.0,45540.0,0.0,22770.0,36.0,8088.0,0.0,36.0,6.0,2718.0,12.0,240.0,3300.0,3300.0,6740.0,3865156.0,532.0,0.0,0.0,1024.0,3584.0,1536.0,0.0,1320.0,1980.0,4044.0,2696.0,0.0,0.0,188.0,40.0,2.0,2.0,906.0,80.0,80.0
1768,1,0,0,0,0,1,1,0,60.0,1040.0,215350.0,0.0,107675.0,100.0,43160.0,0.0,100.0,20.0,8320.0,40.0,130.0,14664.0,14664.0,25896.0,3980025.0,3510.0,0.0,0.0,4365.0,1455.0,7275.0,0.0,7332.0,12220.0,21580.0,17264.0,0.0,0.0,1146.0,13.0,6.0,8.0,3328.0,52.0,52.0
2040,0,1,0,0,0,0,1,0,30.0,160.0,19200.0,0.0,24000.0,16.0,4784.0,4.0,20.0,0.0,1760.0,8.0,364.0,8372.0,8372.0,8372.0,3960100.0,0.0,0.0,0.0,394.0,1379.0,985.0,0.0,2392.0,5980.0,5980.0,2392.0,2.0,0.0,0.0,91.0,0.0,0.0,880.0,182.0,182.0
1749,1,0,0,0,0,0,1,0,60.0,413.0,82572.0,0.0,58980.0,49.0,13713.0,0.0,56.0,7.0,3038.0,21.0,21.0,4235.0,4235.0,9795.0,4020025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.0,4235.0,9795.0,5877.0,0.0,0.0,200.0,3.0,2.0,3.0,1302.0,9.0,9.0
834,1,0,1,0,0,0,1,0,60.0,418.09090909090907,116886.0,0.0,66792.0,49.0,12313.0,7.0,49.0,7.0,3675.0,21.0,119.0,7245.0,4720.0,8795.0,3972049.0,0.0,0.0,0.0,1600.0,4800.0,3200.0,0.0,2898.0,3776.0,7036.0,5277.0,3.0,0.0,300.0,17.0,2.0,3.0,1575.0,51.0,51.0
1457,1,0,0,0,0,0,1,0,60.0,473.2658227848101,72800.0,0.0,52000.0,49.0,15127.0,0.0,56.0,7.0,3990.0,21.0,49.0,6285.0,6450.0,10805.0,4004001.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,2514.0,6450.0,10805.0,6483.0,0.0,0.0,0.0,7.0,2.0,3.0,1710.0,21.0,21.0
79,1,0,0,0,0,0,1,0,120.0,300.0,43050.0,645750.0,21525.0,36.0,4512.0,6.0,24.0,0.0,1584.0,12.0,156.0,3720.0,3760.0,3760.0,3936256.0,0.0,0.0,0.0,623.0,1246.0,1869.0,0.0,744.0,2256.0,2256.0,1504.0,2.0,0.0,353.0,26.0,0.0,0.0,528.0,52.0,52.0
2302,0,0,0,0,0,1,1,0,20.0,380.0,41570.0,0.0,24942.0,25.0,4080.0,0.0,25.0,0.0,1320.0,10.0,125.0,5712.0,5712.0,5712.0,3928324.0,0.0,0.0,0.0,546.0,3276.0,1638.0,0.0,816.0,2448.0,2448.0,1632.0,0.0,0.0,168.0,25.0,0.0,0.0,528.0,50.0,50.0
1817,1,0,0,0,0,0,1,0,85.0,298.6363636363636,45900.0,0.0,36720.0,25.0,4420.0,5.0,25.0,0.0,2520.0,10.0,120.0,5880.0,6188.0,6188.0,3932289.0,0.0,0.0,0.0,1494.0,8964.0,2988.0,0.0,1680.0,3536.0,3536.0,2652.0,2.0,0.0,240.0,24.0,0.0,0.0,1512.0,72.0,48.0
2755,1,0,0,0,0,0,1,1,20.0,602.0,78470.0,0.0,56050.0,49.0,11298.0,0.0,49.0,0.0,6055.0,21.0,7.0,8070.0,8070.0,8070.0,4024036.0,720.0,0.0,0.0,60.0,140.0,100.0,0.0,4842.0,8070.0,8070.0,4842.0,0.0,0.0,288.0,1.0,0.0,0.0,2595.0,3.0,3.0
359,1,0,0,0,0,0,1,0,60.0,405.65641952983725,52818.0,0.0,35212.0,36.0,9096.0,6.0,42.0,6.0,2454.0,12.0,90.0,3535.0,3535.0,7580.0,3980025.0,0.0,0.0,0.0,1200.0,4200.0,2400.0,0.0,1414.0,2828.0,6064.0,4548.0,2.0,0.0,0.0,15.0,2.0,2.0,1227.0,45.0,30.0
2059,0,0,0,0,0,0,1,0,20.0,430.0,43325.0,0.0,25995.0,25.0,4485.0,0.0,25.0,0.0,1320.0,10.0,195.0,4380.0,4485.0,4485.0,3873024.0,89.0,0.0,0.0,168.0,168.0,504.0,0.0,876.0,2691.0,2691.0,1794.0,0.0,0.0,0.0,39.0,0.0,0.0,528.0,78.0,78.0
2092,1,0,0,0,0,0,1,0,60.0,812.0,94318.0,0.0,53896.0,49.0,15701.0,7.0,56.0,7.0,5222.0,21.0,119.0,3500.0,5610.0,11215.0,3964081.0,738.0,0.0,0.0,2100.0,4200.0,2800.0,0.0,2100.0,4488.0,8972.0,6729.0,3.0,0.0,254.0,17.0,3.0,3.0,2238.0,51.0,51.0
2516,1,0,0,0,0,0,1,0,20.0,480.0,57440.0,0.0,35900.0,64.0,12544.0,0.0,48.0,8.0,4512.0,24.0,40.0,7840.0,7840.0,7840.0,4008004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,7840.0,7840.0,4704.0,0.0,0.0,0.0,5.0,2.0,3.0,1692.0,15.0,15.0
150,0,0,0,0,0,0,1,0,20.0,300.0,54750.0,0.0,32850.0,25.0,5320.0,0.0,20.0,0.0,1590.0,10.0,290.0,6048.0,7448.0,7448.0,3810304.0,0.0,0.0,0.0,339.0,1695.0,1017.0,0.0,864.0,3192.0,3192.0,1064.0,0.0,0.0,0.0,58.0,0.0,0.0,318.0,58.0,116.0
1656,1,0,0,1,0,0,0,0,60.0,400.0,53965.0,0.0,53965.0,25.0,8100.0,0.0,35.0,0.0,2310.0,10.0,190.0,3900.0,3900.0,8100.0,3876961.0,526.0,0.0,0.0,986.0,1972.0,2465.0,0.0,1560.0,3900.0,8100.0,3240.0,0.0,0.0,416.0,38.0,0.0,0.0,924.0,76.0,76.0
83,1,0,0,0,0,0,1,0,30.0,350.0,49000.0,0.0,29400.0,25.0,5060.0,0.0,25.0,0.0,2145.0,10.0,450.0,4080.0,5060.0,5060.0,3802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,3036.0,3036.0,2024.0,0.0,0.0,121.0,90.0,0.0,0.0,858.0,180.0,180.0
2411,1,0,0,0,0,0,1,1,20.0,390.0,61422.0,0.0,51185.0,36.0,7896.0,0.0,36.0,6.0,2382.0,18.0,6.0,6580.0,6580.0,6580.0,4024036.0,0.0,0.0,0.0,56.0,280.0,140.0,0.0,2632.0,6580.0,6580.0,3948.0,0.0,0.0,200.0,1.0,2.0,3.0,1191.0,3.0,3.0
795,0,0,0,0,0,0,1,0,20.0,238.9090909090909,46000.0,0.0,57500.0,16.0,3380.0,0.0,20.0,0.0,1160.0,8.0,208.0,0.0,2535.0,2535.0,3829849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,4225.0,1690.0,0.0,0.0,186.0,52.0,0.0,0.0,580.0,104.0,104.0
2312,1,0,0,0,0,0,1,0,60.0,570.1666666666666,91042.0,0.0,52024.0,49.0,15652.0,0.0,56.0,7.0,4494.0,14.0,63.0,4820.0,4965.0,11180.0,3988009.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,3972.0,8944.0,6708.0,0.0,0.0,0.0,9.0,2.0,2.0,1926.0,27.0,18.0
2917,0,1,0,0,0,0,1,0,180.0,105.0,7665.0,0.0,7665.0,25.0,3150.0,5.0,15.0,0.0,0.0,10.0,180.0,4410.0,4410.0,4410.0,3880900.0,0.0,0.0,0.0,0.0,4424.0,2765.0,0.0,0.0,3150.0,3150.0,2520.0,2.0,0.0,0.0,36.0,0.0,0.0,0.0,144.0,72.0
1624,1,0,0,0,0,0,1,0,60.0,441.0,55125.0,0.0,31500.0,49.0,10871.0,0.0,42.0,0.0,2940.0,21.0,77.0,3455.0,3455.0,7765.0,3984016.0,0.0,0.0,0.0,828.0,3312.0,1656.0,0.0,1382.0,2764.0,6212.0,4659.0,0.0,0.0,0.0,11.0,0.0,0.0,1260.0,33.0,33.0
2215,1,0,1,0,1,0,1,0,70.0,624.0,97344.0,0.0,36504.0,64.0,25552.0,0.0,80.0,16.0,3040.0,16.0,584.0,5790.0,11640.0,19164.0,3992004.0,0.0,0.0,0.0,856.0,3852.0,1284.0,0.0,1930.0,5820.0,9582.0,6388.0,0.0,0.0,0.0,73.0,4.0,4.0,760.0,146.0,146.0
1211,0,0,0,0,0,0,1,0,20.0,480.0,55200.0,0.0,27600.0,36.0,6816.0,6.0,30.0,6.0,2304.0,12.0,258.0,6816.0,6816.0,6816.0,3861225.0,0.0,0.0,0.0,892.0,6244.0,2676.0,0.0,1136.0,3408.0,3408.0,2272.0,2.0,0.0,426.0,43.0,1.0,2.0,768.0,86.0,86.0
1485,1,1,0,0,0,1,1,0,120.0,405.65641952983725,26628.0,0.0,22190.0,36.0,5088.0,6.0,24.0,6.0,2520.0,18.0,24.0,4240.0,4240.0,4240.0,4016016.0,338.0,0.0,0.0,1324.0,3972.0,3310.0,0.0,1696.0,4240.0,4240.0,2544.0,3.0,0.0,140.0,4.0,2.0,3.0,1260.0,12.0,12.0
1024,1,0,0,0,0,0,1,0,20.0,540.0,78408.0,0.0,39204.0,36.0,7266.0,6.0,36.0,6.0,2766.0,12.0,192.0,6055.0,6055.0,6055.0,3904576.0,1242.0,0.0,0.0,1780.0,9790.0,2670.0,0.0,2422.0,3633.0,3633.0,3633.0,2.0,0.0,0.0,32.0,2.0,2.0,1383.0,96.0,64.0
570,1,0,0,0,0,0,1,0,120.0,405.65641952983725,25302.0,0.0,21085.0,36.0,7536.0,6.0,30.0,6.0,3846.0,18.0,6.0,5725.0,6280.0,6280.0,4032064.0,504.0,0.0,0.0,1924.0,2886.0,4810.0,0.0,2290.0,6280.0,6280.0,3768.0,3.0,0.0,0.0,1.0,2.0,3.0,1923.0,3.0,3.0
2874,0,1,0,0,0,0,1,0,50.0,300.0,42000.0,0.0,35000.0,36.0,7710.0,0.0,36.0,0.0,3036.0,12.0,480.0,6027.0,6027.0,8995.0,3802500.0,0.0,0.0,0.0,748.0,1870.0,1870.0,0.0,1722.0,4305.0,6425.0,2570.0,0.0,0.0,96.0,80.0,0.0,0.0,1012.0,160.0,160.0
700,0,1,0,0,0,0,0,0,140.0,300.0,33000.0,0.0,19800.0,25.0,11860.0,0.0,55.0,0.0,2160.0,10.0,585.0,3976.0,5512.0,9488.0,3861225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,4134.0,7116.0,4744.0,0.0,0.0,0.0,234.0,0.0,0.0,864.0,234.0,234.0
2756,1,0,0,0,0,0,1,1,20.0,511.0,62930.0,0.0,44950.0,49.0,10486.0,0.0,35.0,0.0,4725.0,21.0,0.0,7490.0,7490.0,7490.0,4024036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2996.0,7490.0,7490.0,4494.0,0.0,0.0,702.0,0.0,0.0,0.0,2025.0,0.0,0.0
2022,0,1,0,0,0,0,1,0,70.0,282.0,46530.0,0.0,38775.0,36.0,13584.0,0.0,48.0,0.0,2448.0,12.0,534.0,8800.0,8800.0,18112.0,3980025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,5500.0,11320.0,4528.0,0.0,0.0,0.0,89.0,0.0,0.0,816.0,178.0,178.0
583,1,0,0,0,0,0,1,0,60.0,570.1666666666666,72674.0,0.0,51910.0,49.0,14630.0,7.0,49.0,14.0,3388.0,14.0,252.0,6642.0,6642.0,12540.0,3892729.0,480.0,0.0,84000.0,1718.0,9449.0,4295.0,0.0,2214.0,5535.0,10450.0,4180.0,2.0,0.0,470.0,36.0,4.0,4.0,968.0,72.0,72.0
2392,1,0,0,0,0,0,1,1,60.0,765.0,107316.0,0.0,59620.0,81.0,20916.0,9.0,99.0,18.0,6624.0,36.0,9.0,5875.0,5910.0,11620.0,4024036.0,858.0,0.0,0.0,2994.0,6986.0,4990.0,0.0,3525.0,5910.0,11620.0,9296.0,4.0,0.0,441.0,1.0,6.0,8.0,2944.0,4.0,4.0
2424,1,1,0,0,0,0,1,0,120.0,473.2658227848101,21504.0,0.0,15360.0,49.0,9898.0,0.0,42.0,7.0,2786.0,21.0,14.0,6875.0,7070.0,7070.0,4016016.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,7070.0,7070.0,4242.0,0.0,0.0,288.0,2.0,2.0,3.0,1194.0,6.0,6.0
212,0,0,0,0,0,0,1,0,190.0,300.0,49500.0,0.0,29700.0,25.0,6960.0,5.0,30.0,0.0,0.0,5.0,475.0,4848.0,4848.0,5568.0,3802500.0,0.0,0.0,0.0,0.0,2052.0,3078.0,0.0,0.0,3636.0,4176.0,2784.0,1.0,0.0,0.0,95.0,0.0,0.0,0.0,190.0,95.0
736,0,1,0,0,0,0,1,0,50.0,250.0,30000.0,0.0,30000.0,25.0,6740.0,5.0,25.0,5.0,1080.0,10.0,420.0,7072.0,7072.0,10784.0,3988009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,4420.0,6740.0,2696.0,2.0,0.0,0.0,84.0,1.0,2.0,432.0,168.0,168.0
1610,0,0,0,0,0,0,0,0,60.0,338.0470162748644,55375.0,0.0,55375.0,25.0,9840.0,0.0,35.0,5.0,2650.0,10.0,195.0,3136.0,4672.0,7872.0,3876961.0,464.0,0.0,92800.0,1124.0,5058.0,2810.0,0.0,1568.0,5840.0,9840.0,3936.0,0.0,400.0,610.0,39.0,2.0,2.0,1060.0,78.0,78.0
890,0,0,0,0,0,0,0,0,20.0,320.0,42728.0,0.0,32046.0,16.0,4596.0,4.0,28.0,0.0,2176.0,8.0,196.0,6084.0,6894.0,6894.0,3884841.0,0.0,0.0,0.0,399.0,2793.0,1197.0,0.0,1014.0,3447.0,3447.0,2298.0,2.0,0.0,0.0,49.0,0.0,0.0,1088.0,98.0,98.0
467,1,0,0,0,0,0,1,0,60.0,894.0,75534.0,0.0,62945.0,36.0,8904.0,0.0,48.0,6.0,2340.0,18.0,24.0,3710.0,3710.0,7420.0,4020025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,3710.0,7420.0,4452.0,0.0,0.0,72.0,4.0,2.0,3.0,1170.0,12.0,12.0
578,1,0,0,0,0,0,1,0,80.0,640.0,76800.0,0.0,48000.0,64.0,19992.0,0.0,40.0,8.0,4216.0,24.0,264.0,1960.0,7435.0,12495.0,3904576.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,7435.0,12495.0,4998.0,0.0,0.0,0.0,33.0,2.0,3.0,1054.0,66.0,99.0
1747,1,0,0,0,0,1,1,0,80.0,455.0,113533.0,0.0,81095.0,49.0,7833.0,7.0,35.0,0.0,3059.0,21.0,21.0,4175.0,5595.0,5595.0,4020025.0,0.0,0.0,0.0,1558.0,3116.0,3895.0,0.0,1670.0,5595.0,5595.0,3357.0,3.0,0.0,200.0,3.0,0.0,0.0,1311.0,9.0,9.0
1149,1,0,0,0,0,0,1,0,120.0,330.0,47352.0,0.0,39460.0,36.0,7194.0,0.0,30.0,0.0,3180.0,18.0,90.0,5995.0,5995.0,5995.0,3972049.0,0.0,0.0,0.0,600.0,900.0,1500.0,0.0,2398.0,5995.0,5995.0,3597.0,0.0,0.0,0.0,15.0,0.0,0.0,1590.0,45.0,45.0
2758,1,0,0,0,0,0,1,1,20.0,540.0,80262.0,0.0,53508.0,36.0,11076.0,6.0,42.0,6.0,2970.0,18.0,0.0,9180.0,9230.0,9230.0,4024036.0,0.0,0.0,0.0,3152.0,11032.0,6304.0,0.0,3672.0,7384.0,7384.0,5538.0,3.0,0.0,0.0,0.0,2.0,3.0,1485.0,0.0,0.0
857,1,0,0,0,0,0,1,0,20.0,298.6363636363636,35000.0,0.0,35000.0,25.0,4320.0,5.0,30.0,0.0,1680.0,15.0,155.0,6912.0,6912.0,6912.0,4020025.0,90.0,0.0,0.0,646.0,4522.0,3230.0,0.0,864.0,4320.0,4320.0,1728.0,3.0,0.0,0.0,31.0,0.0,0.0,672.0,62.0,93.0
2219,1,0,0,0,1,0,0,0,70.0,560.0,84560.0,0.0,31710.0,64.0,21816.0,0.0,80.0,16.0,3520.0,24.0,600.0,6824.0,12392.0,21816.0,3976036.0,0.0,0.0,0.0,594.0,3564.0,891.0,0.0,1706.0,4647.0,8181.0,8181.0,0.0,0.0,0.0,75.0,4.0,6.0,1320.0,225.0,225.0
733,0,0,0,0,0,0,1,0,30.0,405.65641952983725,53124.0,354160.0,17708.0,36.0,5712.0,0.0,24.0,6.0,1152.0,12.0,558.0,5712.0,5712.0,5712.0,3802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,1904.0,1904.0,952.0,0.0,0.0,0.0,93.0,1.0,2.0,192.0,93.0,186.0
2909,0,1,0,0,0,0,1,0,160.0,205.0,13325.0,0.0,7995.0,25.0,6520.0,0.0,25.0,5.0,1680.0,10.0,145.0,1584.0,3696.0,7824.0,3908529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,1848.0,3912.0,2608.0,0.0,0.0,141.0,29.0,1.0,2.0,672.0,58.0,58.0
1798,1,0,0,0,0,0,1,0,60.0,600.0,72000.0,0.0,45000.0,64.0,15672.0,0.0,64.0,8.0,8200.0,24.0,8.0,5440.0,5440.0,9795.0,4024036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3264.0,5440.0,9795.0,5877.0,0.0,0.0,416.0,1.0,3.0,3.0,3075.0,3.0,3.0
235,0,0,0,0,0,0,1,0,50.0,372.0,55800.0,0.0,55800.0,9.0,4830.0,0.0,24.0,3.0,1440.0,6.0,216.0,3888.0,4208.0,6440.0,3960100.0,0.0,0.0,0.0,288.0,1728.0,864.0,0.0,972.0,3156.0,4830.0,1610.0,0.0,450.0,0.0,72.0,1.0,2.0,480.0,72.0,144.0
2366,0,1,0,0,0,0,0,0,160.0,120.0,10800.0,0.0,8640.0,25.0,6825.0,0.0,35.0,5.0,2200.0,10.0,165.0,4590.0,4590.0,8190.0,3892729.0,400.0,0.0,0.0,804.0,2412.0,1608.0,0.0,1530.0,3060.0,5460.0,4095.0,0.0,0.0,0.0,33.0,2.0,2.0,1320.0,99.0,66.0
1027,1,0,0,0,0,0,1,0,60.0,375.0,48715.0,0.0,38972.0,25.0,6540.0,0.0,35.0,0.0,2420.0,10.0,195.0,4320.0,4320.0,7848.0,3876961.0,0.0,0.0,0.0,560.0,1680.0,1120.0,0.0,1440.0,2880.0,5232.0,2616.0,0.0,0.0,0.0,39.0,0.0,0.0,968.0,78.0,78.0
1195,0,0,0,0,0,0,1,0,20.0,325.0,40625.0,0.0,40625.0,25.0,4625.0,5.0,25.0,0.0,2880.0,15.0,215.0,6384.0,6475.0,6475.0,4020025.0,0.0,0.0,0.0,520.0,1820.0,1300.0,0.0,1824.0,4625.0,4625.0,1850.0,3.0,0.0,233.0,43.0,0.0,0.0,1152.0,86.0,129.0
1303,0,1,0,0,0,0,1,0,20.0,124.0,14622.0,0.0,21933.0,4.0,814.0,0.0,6.0,0.0,594.0,4.0,124.0,2035.0,2035.0,2035.0,3802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,1221.0,1221.0,814.0,0.0,0.0,76.0,62.0,0.0,0.0,594.0,124.0,124.0
148,0,0,0,0,0,0,1,0,20.0,480.0,60192.0,1605120.0,50160.0,36.0,9480.0,6.0,36.0,12.0,2640.0,12.0,306.0,6220.0,7900.0,7900.0,3837681.0,864.0,0.0,0.0,1468.0,4404.0,3670.0,0.0,2488.0,7900.0,7900.0,3160.0,2.0,0.0,0.0,51.0,4.0,4.0,880.0,102.0,102.0
608,0,0,0,0,0,0,1,0,20.0,575.0,52500.0,966000.0,31500.0,25.0,6460.0,5.0,30.0,10.0,2600.0,10.0,225.0,6460.0,6460.0,6460.0,3857296.0,288.0,0.0,0.0,1996.0,6986.0,2994.0,0.0,2584.0,3876.0,3876.0,2584.0,2.0,0.0,0.0,45.0,4.0,4.0,1040.0,90.0,90.0
2515,1,0,0,0,0,0,1,0,60.0,798.0,58198.0,914540.0,41570.0,49.0,11858.0,0.0,42.0,7.0,3038.0,21.0,63.0,2845.0,4270.0,8470.0,3992004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,4270.0,8470.0,5082.0,0.0,0.0,0.0,9.0,1.0,3.0,1302.0,27.0,27.0
821,1,0,0,0,0,1,1,0,20.0,488.0,81808.0,0.0,51130.0,64.0,13040.0,8.0,64.0,8.0,6880.0,24.0,8.0,8110.0,8150.0,8150.0,4032064.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,4866.0,8150.0,8150.0,6520.0,3.0,0.0,344.0,1.0,3.0,3.0,3440.0,4.0,3.0
2500,1,0,0,0,0,0,1,0,60.0,968.0,128472.0,0.0,80295.0,64.0,19336.0,0.0,72.0,8.0,3696.0,24.0,120.0,6440.0,6505.0,12085.0,3968064.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,2576.0,6505.0,12085.0,7251.0,0.0,0.0,254.0,15.0,2.0,3.0,1386.0,45.0,45.0
745,0,1,0,0,0,0,1,0,30.0,255.0,30600.0,0.0,24480.0,25.0,4975.0,0.0,25.0,0.0,1320.0,10.0,420.0,5760.0,5970.0,5970.0,3996001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,3980.0,3980.0,1990.0,0.0,0.0,0.0,84.0,0.0,0.0,528.0,168.0,168.0
741,0,1,0,0,0,0,1,0,50.0,255.0,30600.0,0.0,18360.0,25.0,7695.0,0.0,25.0,0.0,2880.0,10.0,365.0,5562.0,6402.0,9234.0,3802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.0,3201.0,4617.0,3078.0,0.0,0.0,112.0,73.0,0.0,0.0,1152.0,146.0,146.0
